pl_name,default_flag,pl_masse,ra,dec,glon,glat,st_teff,sy_dist,sy_disterr1,sy_disterr2
Kepler-1219 b,1,,297.2158443,47.3785082,81.04443,10.72541,5944.0,880.895,18.508,-17.774
K2-270 b,1,,131.2665588,13.5497322,213.091,31.22796,4877.0,280.518,2.385,-2.346
Kepler-101 c,1,3.78,283.255507,48.3552474,78.04679,19.67348,5667.0,927.981,14.7985,-14.7985
Kepler-914 b,1,,290.4120774,44.8993227,76.61586,13.82764,5877.0,753.723,8.966,-8.966
Kepler-1209 b,1,,287.5849352,49.1547328,79.88527,17.27693,6210.0,505.531,7.747,-7.521
Kepler-1092 b,1,,297.7232008,47.1126833,80.97663,10.29547,5862.0,981.233,17.7585,-17.7585
Kepler-553 c,1,,298.5508922,48.3325405,82.33516,10.40509,5266.0,728.525,12.571,-12.571
Kepler-1284 b,1,,291.2789549,47.6875766,79.48676,14.44622,5123.0,882.324,24.143,-22.911
Kepler-1523 b,1,,296.0540705,45.8270447,79.26918,10.68975,5708.0,865.596,17.891,-17.891
Kepler-702 b,1,,293.8781041,41.6617245,74.77781,10.13841,5419.0,992.071,29.1865,-29.1865
Kepler-285 c,1,,291.3908469,48.0655392,79.87396,14.53536,5411.0,824.31,16.001,-15.413
Kepler-530 b,1,,283.3402948,48.549062,78.26085,19.68363,5697.0,457.709,3.087,-3.046
Kepler-483 b,1,,291.6467764,41.8846843,74.21755,11.72466,6346.0,860.355,10.183,-10.183
TOI-1728 b,1,26.78,120.6116787,64.7971531,151.4597,31.87904,3980.0,60.798,0.13635,-0.13635
K2-186 b,1,,135.3350487,18.8252879,208.95981,36.83022,5784.0,330.739,5.444,-5.274
K2-170 b,1,,335.4506923,-14.5933554,45.05421,-53.03644,5748.0,392.872,6.502,-6.298
K2-200 b,1,,202.251206,-4.6100532,320.3032,56.98927,5233.0,184.131,1.875,-1.839
K2-16 c,1,,175.0972238,4.5574311,262.91176,61.77713,4742.0,334.967,4.1785,-4.1785
HD 22532 b,1,,53.8148478,-49.4172669,259.59339,-51.58774,5038.0,161.183,0.655,-0.655
HD 64121 b,1,,117.3651424,-54.8126136,267.81121,-14.13481,5078.0,129.966,0.487,-0.487
K2-72 d,1,,334.6227504,-9.6120084,51.46106,-49.94032,3360.47,66.4321,0.2003,-0.1991
Kepler-627 b,1,,292.1042198,39.7678585,72.44195,10.47368,6424.0,984.307,16.3345,-16.3345
K2-331 b,1,,132.7376431,13.170269,214.18022,32.3837,5994.0,211.43,1.759,-1.731
Kepler-1552 b,1,,291.6768669,38.8749152,71.47973,10.36849,5202.0,769.096,13.1565,-13.1565
Kepler-701 b,1,,288.99418,41.6333125,73.11839,13.40611,5343.0,774.152,13.379,-12.941
Kepler-1570 b,1,,299.8617842,45.8274232,80.58993,8.37838,5550.0,918.995,14.239,-13.818
K2-126 b,1,,203.5467021,-13.5769705,318.5586,47.99348,4339.0,102.953,0.777,-0.766
K2-185 c,1,,130.2596625,14.6902225,211.41719,30.78517,5788.0,268.357,3.298,-3.22
K2-198 b,1,,198.8436817,-6.4649888,313.5829,55.91096,5212.9,110.567,0.874,-0.86
K2-221 b,1,,16.6550286,10.1897385,129.07585,-52.5008,5716.0,318.81,6.763,-6.493
Kepler-207 b,1,,290.0305195,42.1660555,73.94724,12.9292,5920.0,875.519,9.893,-9.679
Kepler-222 d,1,,287.9060885,46.9377479,77.8255,16.24184,5433.0,758.854,15.067,-14.501
Kepler-1091 b,1,,299.7854426,43.6707235,78.69106,7.32198,5851.0,914.299,19.236,-18.471
K2-122 b,1,,126.4762179,20.3593384,203.78125,29.53205,4009.0,72.0444,0.2532,-0.2532
Kepler-681 b,1,,289.3997364,51.2502428,82.37394,16.98767,5021.0,686.923,11.227,-10.878
GJ 514 b,1,,202.5040424,10.3725387,333.2377,70.9386,3728.0,7.61778,0.003175,-0.003175
Kepler-476 b,1,,295.1637592,43.9630716,77.2941,10.37133,5837.0,813.535,,
Kepler-545 b,1,,290.5663221,40.6920756,72.75932,11.93508,5882.0,818.001,12.451,-12.09
K2-194 b,1,,204.6089755,-8.9271609,322.08712,52.18797,5979.0,629.51,18.604,-17.584
K2-218 b,1,,12.809613,6.8464327,122.84333,-56.02528,5757.0,394.083,10.017,-9.541
K2-125 b,1,,204.1418754,-14.9478195,318.87693,46.522,3654.47,124.156,0.83,-0.83
K2-179 b,1,,58.7967878,23.7567524,168.32281,-22.507,5015.0,190.81,2.126,-2.08
K2-217 b,1,,11.2983678,6.4815879,120.13142,-56.3562,5967.0,381.878,7.649,-7.36
K2-80 c,1,,59.037486,13.5590288,176.61237,-29.48306,5441.0,200.802,1.768,-1.738
K2-175 b,1,,52.5035514,17.5841081,168.1505,-31.03317,5909.0,247.266,2.805,-2.744
b Cen AB b,1,3464.32964,220.4897992,-37.7936323,325.90163,20.09936,,98.0935,6.7875,-5.9734
Kepler-651 b,1,,287.3327284,46.2034366,76.96162,16.3252,5522.0,509.408,3.5355,-3.5355
Kepler-778 b,1,,287.4774867,44.2374702,75.11678,15.47229,5102.0,938.168,27.828,-26.296
Kepler-36 b,1,3.83,291.2501859,49.2318073,80.93278,15.10199,5979.0,527.956,6.105,-5.969
K2-53 b,1,,244.1419684,-20.4005984,354.63158,21.27273,5263.0,138.018,1.14,-1.121
K2-188 b,1,,129.8137008,23.3574367,201.65994,33.44489,5977.0,446.821,8.707,-8.385
Kepler-550 b,1,,297.7001786,47.8637046,81.63717,10.67286,5322.0,531.944,4.874,-4.787
K2-21 b,1,,340.3037846,-14.4893256,48.93602,-57.17935,4222.06,83.6448,0.2665,-0.2649
K2-169 b,1,,337.0442461,-14.5993376,46.19654,-54.42267,5548.0,235.867,4.698,-4.522
K2-24 c,1,15.4,242.5734559,-24.9906029,349.99931,19.20525,5625.0,170.562,1.36,-1.338
K2-37 d,1,,243.4509662,-24.7870527,350.73677,18.77075,5413.0,179.943,1.603,-1.575
K2-58 b,1,,333.8218395,-14.049857,44.72122,-51.37977,5413.0,181.746,1.435,-1.413
K2-59 c,1,,338.94255,-14.027727,48.55544,-55.79751,5055.0,311.313,3.544,-3.467
K2-72 e,1,,334.6227504,-9.6120084,51.46106,-49.94032,3360.47,66.4321,0.2003,-0.1991
K2-75 b,1,,338.844896,-7.469895,57.96683,-52.25345,5995.0,561.93,15.381,-14.596
K2-80 d,1,,59.037486,13.5590288,176.61237,-29.48306,5377.0,200.802,1.768,-1.738
K2-88 b,1,,54.7514566,19.1199667,168.79229,-28.46409,3537.0,110.561,0.828,-0.815
K2-90 b,1,,59.1527391,22.4724517,169.54805,-23.20116,4484.0,134.188,0.421,-0.419
K2-95 b,1,,129.3625717,18.9766197,206.39412,31.59064,3566.0,179.854,4.044,-3.873
K2-189 c,1,,203.6214411,-15.0365158,318.13687,46.56042,5519.0,242.113,1.94,-1.91
K2-406 b,1,,230.8872242,-25.3706149,341.18993,25.98051,5784.0,85.3751,0.6239,-0.6151
K2-128 b,1,,204.4376666,-8.5970858,321.98145,52.55328,4469.51,114.637,0.93,-0.915
K2-197 b,1,,202.3934779,-7.3739779,319.27444,54.28324,5667.0,247.637,2.393,-2.349
HATS-12 b,1,,289.202402,-19.3559227,18.14948,-14.11663,6357.0,746.138,,
K2-203 b,1,,12.7736909,-1.1958844,122.7358,-64.0675,5000.0,166.147,1.572,-1.543
K2-207 b,1,,11.6996481,0.6406182,120.44391,-62.20872,5522.0,363.064,5.626,-5.46
K2-214 b,1,,14.8759777,4.2277722,126.79207,-58.58351,5854.0,300.64,4.186,-4.075
K2-219 b,1,,12.8452963,8.8675474,122.90808,-54.0042,5753.0,325.4,4.842,-4.705
K2-220 b,1,,12.7700071,9.5167694,122.78408,-53.35488,5660.0,233.514,2.757,-2.695
K2-116 b,1,,336.1523363,-11.5793181,49.97279,-52.23321,4348.35,49.3855,0.1247,-0.124
K2-42 b,1,,176.6657559,-5.1720463,274.65511,54.10491,4613.0,396.913,7.94,-7.64
K2-7 b,1,,167.0937488,-1.065855,257.43436,52.45583,5772.0,738.553,15.745,-15.113
K2-163 b,1,,182.3292517,-0.5393421,281.12173,60.53641,4937.0,208.529,4.248,-4.084
K2-13 b,1,,170.1554763,2.5027534,257.61692,57.15621,5698.0,342.394,4.436,-4.326
K2-49 b,1,,177.3202331,3.4755183,268.1186,62.0702,4175.0,457.125,10.223,-9.793
K2-15 b,1,,178.1105741,4.2546649,268.74194,63.14101,5131.0,493.992,9.0765,-9.0765
K2-164 b,1,,171.933659,-0.0628488,263.01395,56.17967,5791.0,375.67,7.713,-7.414
K2-11 b,1,,169.0418328,1.9866832,256.65955,56.04852,5433.0,329.309,2.682,-2.641
K2-50 b,1,,169.483654,5.988289,252.27127,59.32248,4326.0,257.443,3.239,-3.239
K2-44 b,1,,174.011661,-2.5209338,268.46993,55.22474,5912.0,476.703,10.202,-9.791
K2-54 b,1,,338.0541631,-17.5440636,42.19002,-56.53533,3798.0,174.955,1.0145,-1.0145
K2-21 c,1,,340.3037846,-14.4893256,48.93602,-57.17935,4222.06,83.6448,0.2665,-0.2649
K2-62 c,1,,334.3645089,-12.1874776,47.74962,-50.99807,4880.0,112.467,0.491,-0.487
K2-68 b,1,,334.0195539,-10.5673649,49.71413,-49.91405,4746.0,168.652,1.258,-1.24
K2-83 b,1,,59.9013782,15.5587994,175.58174,-27.51381,3910.0,125.529,0.516,-0.512
K2-178 b,1,,52.8888524,22.4348186,164.84079,-27.12163,5525.0,214.753,1.838,-1.808
K2-90 c,1,,59.1527391,22.4724517,169.54805,-23.20116,4421.98,134.188,0.421,-0.419
K2-118 b,1,,132.1268608,15.6558964,211.19186,32.82069,4726.29,321.722,3.7605,-3.7605
K2-119 b,1,,132.0098683,16.9017663,209.76527,33.18605,4740.0,365.581,4.37,-4.27
K2-201 b,1,,293.5607117,-23.1312775,16.19347,-19.33571,5507.0,197.932,1.675,-1.647
K2-206 b,1,,11.2564264,0.5931866,119.48925,-62.23569,5043.0,244.443,3.114,-3.039
K2-16 b,1,,175.0972238,4.5574311,262.91176,61.77713,4742.0,334.967,4.1785,-4.1785
K2-161 b,1,,183.7938491,-3.4956913,285.59227,58.15001,4972.0,916.319,46.341,-46.341
K2-209 b,1,,14.6903464,1.382807,126.76197,-61.43447,4720.0,76.4986,0.3054,-0.3031
EPIC 211822797 b,1,,130.4102091,17.6399744,208.28299,32.03739,4057.0,186.197,1.3645,-1.3645
K2-31 b,1,563.83042,245.4405531,-23.548273,352.99471,18.27513,5280.0,110.527,0.72,-0.712
K2-72 b,1,,334.6227504,-9.6120084,51.46106,-49.94032,3360.47,66.4321,0.2003,-0.1991
K2-123 b,1,,134.4441404,21.4532748,205.51379,36.91396,4035.0,161.555,0.652,-0.652
GJ 536 b,1,,210.2597264,-2.6522901,335.05211,55.81739,3685.0,10.4092,0.00955,-0.00955
HIP 75092 b,1,,230.1724206,-25.9910525,340.20225,25.87599,4891.0,81.6696,0.4148,-0.4107
HIP 114933 b,1,,349.2071949,-21.2033101,43.16408,-67.66194,4823.0,101.766,0.53,-0.53
K2-205 b,1,,15.2175909,0.425966,128.01885,-62.35258,5890.0,405.301,9.162,-8.773
K2-32 c,1,8.1,252.426008,-19.5430504,0.54581,15.80164,5271.0,157.682,1.309,-1.288
K2-59 b,1,,338.94255,-14.027727,48.55544,-55.79751,5055.0,311.313,3.544,-3.467
K2-233 b,1,11.26,230.4799011,-20.2317975,344.46401,30.24863,5033.0,67.5062,0.2799,-0.2775
K2-233 c,1,12.81,230.4799011,-20.2317975,344.46401,30.24863,5033.0,67.5062,0.2799,-0.2775
K2-233 d,1,21.14,230.4799011,-20.2317975,344.46401,30.24863,5033.0,67.5062,0.2799,-0.2775
Kepler-1261 b,1,,285.2324786,48.8066963,78.96242,18.59368,5006.0,744.294,14.018,-14.018
K2-294 b,1,,352.0516724,-7.6037856,73.80612,-62.24683,5612.0,373.078,6.197,-6.002
Kepler-561 b,1,,293.7471107,45.1071981,77.85752,11.79362,5646.0,621.378,9.335,-9.335
Kepler-1276 b,1,,287.8570173,40.5471909,71.7371,13.73968,6188.0,538.481,7.014,-6.839
Kepler-271 d,1,,283.0029316,44.284108,73.92797,18.46832,5555.0,404.542,3.848,-3.777
AB Pic b,1,4290.5,94.8039208,-58.0541184,266.94347,-26.93081,,50.0475,0.0735,-0.0733
KMT-2018-BLG-1990L b,1,111.0,268.435375,-22.1525389,6.76186,1.91343,,967.0,308.0,-212.0
GJ 9689 b,1,,303.467731,13.3888921,54.62427,-11.48747,3836.0,30.6203,0.04185,-0.04185
Kepler-582 b,1,,297.503718,41.0570326,75.55812,7.45973,5564.0,613.179,9.115,-8.857
Kepler-407 c,1,4000.0,286.0363025,49.6145027,79.95374,18.383,5476.0,338.368,2.531,-2.495
Kepler-130 c,1,,288.4505905,40.2452006,71.64555,13.20337,5879.0,316.663,2.353,-2.319
Kepler-831 b,1,,294.9855607,42.7277355,76.12355,9.9075,5732.0,593.54,5.5105,-5.5105
Kepler-1056 b,1,,299.5259832,46.8992561,81.40572,9.12162,6127.0,982.51,19.3375,-19.3375
Kepler-1288 b,1,,285.7135,41.6058799,72.07908,15.64284,6132.0,814.078,,
Kepler-1291 b,1,,289.3770051,40.0010791,71.72318,12.45793,5216.0,897.352,27.335,-25.792
Kepler-1477 b,1,,281.2985305,42.6856727,71.89524,19.08479,5100.0,680.828,8.153,-7.966
Kepler-165 b,1,,280.69092,47.8096702,76.92011,21.12868,5211.0,560.885,6.331,-6.193
Kepler-153 b,1,,282.460502,48.2570293,77.76651,20.14233,5404.0,459.368,3.439,-3.389
Kepler-202 c,1,,282.9734874,41.3217991,71.00646,17.44261,4668.0,285.111,1.1135,-1.1135
Kepler-245 d,1,,291.6389972,42.4363482,74.72154,11.97179,5100.0,861.527,26.041,-24.582
Kepler-215 b,1,,294.9735313,45.2136867,78.35687,11.07277,5739.0,485.997,3.654,-3.654
Kepler-229 b,1,,286.9994758,48.3757867,78.97779,17.34816,5120.0,826.265,23.872,-22.591
Kepler-267 b,1,,299.8305655,47.1575741,81.73773,9.07311,4258.0,264.993,2.4925,-2.4925
Kepler-301 b,1,,283.982904,49.2329512,79.09376,19.50898,5815.0,719.166,10.3705,-10.3705
Kepler-298 b,1,,283.0398448,48.8253303,78.47034,19.96081,4465.0,518.204,7.04,-6.857
Kepler-270 c,1,,282.2001207,44.4222795,73.85816,19.05505,6067.0,948.781,13.019,-12.677
Kepler-400 c,1,,290.9444679,40.4800528,72.6919,11.58428,5886.0,845.97,,
Kepler-402 d,1,,288.3701976,43.3546109,74.54275,14.53038,6090.0,625.339,7.385,-7.217
Kepler-186 c,1,,298.652736,43.9549884,78.5199,8.17058,3788.0,177.594,0.774,-0.774
Kepler-857 b,1,,294.6323978,43.4004526,76.60594,10.44943,5773.0,983.502,23.988,-22.889
Kepler-1021 b,1,,295.2048999,42.5596699,76.04997,9.6861,5431.0,810.082,19.673,-18.777
Kepler-825 b,1,,294.769825,39.3984081,73.07163,8.48096,5976.0,807.85,12.566,-12.194
Kepler-822 b,1,,292.2760929,39.5501136,72.30493,10.25746,5928.0,860.391,13.615,-13.204
Kepler-124 b,1,,286.7527322,49.0648788,79.5885,17.75101,4984.0,420.046,3.047,-3.004
Kepler-816 b,1,,293.3628165,39.2124394,72.38946,9.356,5286.0,983.697,36.336,-36.336
Kepler-898 b,1,,286.5854116,46.8708877,77.40578,17.05235,4223.0,484.891,7.996,-7.996
Kepler-967 b,1,,286.5580128,38.4052418,69.30269,13.78488,5178.0,568.546,,
Kepler-1060 b,1,,286.0252285,39.6309204,70.29069,14.65459,5797.0,946.565,20.827,-19.963
Kepler-1205 b,1,,290.2796734,41.5150499,73.42429,12.48421,5226.0,698.485,11.082,-10.747
Kepler-1342 b,1,,297.0200549,43.4325382,77.47076,8.93878,5527.0,890.724,27.58,-25.998
Kepler-640 b,1,,296.0322,42.1317392,75.96328,8.9447,5653.0,557.787,4.8095,-4.8095
Kepler-569 b,1,,283.507219,48.552633,78.30285,19.5804,5616.0,638.301,7.173,-7.017
Kepler-309 c,1,,297.5098911,46.9614121,80.77053,10.34936,4713.0,544.568,5.874,-5.874
Kepler-176 b,1,,294.6679021,43.8532104,77.02616,10.63645,5232.0,527.321,6.058,-5.925
Kepler-742 b,1,,283.8659676,46.7896522,76.62996,18.762,4642.0,489.253,6.325,-6.168
Kepler-69 b,1,,293.2609013,44.8688656,77.48226,11.99414,5638.0,730.625,7.6555,-7.6555
Kepler-240 b,1,,291.1587635,40.7502108,73.01252,11.55622,4985.0,746.927,20.15,-19.136
Kepler-273 c,1,,291.3021458,47.6976573,79.50293,14.43623,5626.0,713.964,11.293,-10.952
Kepler-247 b,1,,288.6425609,43.0393769,74.32823,14.22116,5100.0,663.711,13.884,-13.336
Kepler-312 c,1,,298.3957687,42.4597712,77.11923,7.5826,6115.0,797.72,14.083,-13.611
Kepler-316 c,1,,290.825835,44.1838993,76.07606,13.25897,4204.0,384.938,3.914,-3.837
Kepler-331 b,1,,291.8343455,39.3073462,71.92848,10.45298,4347.0,580.119,12.249,-12.249
HD 93385 b,1,,161.5627065,-41.464604,279.10045,15.54215,5977.0,43.3475,0.0649,-0.0648
HD 93385 c,1,,161.5627065,-41.464604,279.10045,15.54215,5977.0,43.3475,0.0649,-0.0648
HD 93385 d,1,,161.5627065,-41.464604,279.10045,15.54215,5977.0,43.3475,0.0649,-0.0648
HD 96700 b,1,,166.9742616,-30.1751383,277.73064,27.58074,5845.0,25.4111,0.0284,-0.0283
HD 96700 c,1,,166.9742616,-30.1751383,277.73064,27.58074,5845.0,25.4111,0.0284,-0.0283
HD 96700 d,1,,166.9742616,-30.1751383,277.73064,27.58074,5845.0,25.4111,0.0284,-0.0283
HD 189567 b,1,,301.3959616,-67.3237992,328.46185,-31.99284,5726.0,17.9055,0.0124,-0.0123
HD 189567 c,1,,301.3959616,-67.3237992,328.46185,-31.99284,5726.0,17.9055,0.0124,-0.0123
Kepler-673 b,1,,290.7857595,50.0540561,81.5855,15.71073,5355.0,918.21,22.254,-21.242
Kepler-463 b,1,,298.9368228,44.8578644,79.41202,8.4483,5661.0,394.804,3.53,-3.47
Kepler-1554 b,1,,286.576016,41.7415762,72.46828,15.10187,5297.0,946.847,31.643,-29.695
Kepler-1328 b,1,,284.6753857,44.4177225,74.50415,17.39709,5780.0,813.543,10.871,-10.871
Kepler-473 b,1,,286.6300796,38.9455907,69.83524,13.95171,5816.0,905.937,12.339,-12.017
Kepler-1150 b,1,,296.7244553,49.5326846,82.82162,12.03359,4754.0,358.518,2.334,-2.304
Kepler-321 c,1,,294.4536991,44.1457626,77.21796,10.90816,5740.0,384.542,3.389,-3.331
Kepler-866 b,1,,290.1222112,43.085407,74.83213,13.25619,4751.0,646.667,16.109,-15.358
Kepler-329 c,1,,299.2681646,45.2272852,79.85386,8.43218,4257.0,439.719,7.18,-6.956
Kepler-219 c,1,,288.7389481,46.7625929,77.88787,15.64895,5786.0,787.07,10.579,-10.579
Kepler-554 b,1,,296.4068982,51.3581938,84.38215,13.0598,5447.0,690.525,8.712,-8.502
HIP 78530 b,1,7300.0,240.4810052,-21.980492,350.87055,22.68096,10500.0,136.759,1.493,-1.462
Kepler-1565 b,1,,297.9529793,40.8067876,75.5098,7.04077,4940.0,629.93,11.596,-11.192
Kepler-1198 b,1,,288.8339659,44.838198,76.08521,14.82277,5517.0,743.03,12.697,-12.285
Kepler-1398 b,1,,294.8661073,48.6389923,81.43624,12.70334,6126.0,852.204,10.609,-10.609
Kepler-316 b,1,,290.825835,44.1838993,76.07606,13.25897,4204.0,384.938,3.914,-3.837
Kepler-319 b,1,,288.8119782,39.7706431,71.32161,12.75373,5526.0,503.436,4.7775,-4.7775
Kepler-325 c,1,,289.8354219,49.825607,81.11486,16.18136,5752.0,823.242,14.211,-14.211
Kepler-137 b,1,,282.1355875,43.0391951,72.46721,18.62824,5187.0,302.979,1.849,-1.827
Kepler-142 b,1,,295.1190067,48.4813635,81.36992,12.48273,5790.0,548.686,4.126,-4.067
Kepler-142 d,1,,295.1190067,48.4813635,81.36992,12.48273,5790.0,548.686,4.126,-4.067
Kepler-1045 b,1,,284.1832668,45.0740897,75.01611,17.95838,5301.0,942.485,23.959,-22.818
Kepler-963 b,1,,296.7529742,45.0411049,78.80407,9.88428,5461.0,771.494,12.801,-12.397
Kepler-1101 b,1,,294.5693544,45.6711623,78.63822,11.53493,5614.0,742.473,13.484,-13.484
Kepler-801 b,1,,286.0751815,44.6646277,75.1285,16.56057,4435.0,440.426,4.588,-4.496
Kepler-984 b,1,,296.9588566,46.3940661,80.07995,10.40755,5610.0,460.188,3.22,-3.176
Kepler-203 b,1,,297.089959,41.3880686,75.69361,7.89379,5821.0,703.302,9.51,-9.51
Kepler-206 c,1,,291.6346564,41.8338415,74.16686,11.71043,5764.0,594.447,4.952,-4.872
Kepler-144 b,1,,281.9156128,42.7755535,72.14748,18.68909,6075.0,384.917,3.263,-3.21
Kepler-212 c,1,,287.6208165,43.1416239,74.11519,14.94551,5852.0,687.194,8.533,-8.329001
Kepler-252 c,1,,295.579329,44.5459052,77.95933,10.38166,4208.0,379.424,3.512,-3.45
Kepler-215 d,1,,294.9735313,45.2136867,78.35687,11.07277,5739.0,485.997,3.654,-3.654
Kepler-794 b,1,,288.1336793,38.9968923,70.37593,12.90645,5839.0,931.192,14.594,-14.594
Kepler-790 b,1,,286.9171489,38.8722123,69.85924,13.71774,5208.0,703.168,11.302,-10.955
Kepler-1012 b,1,,289.2962253,46.4579889,77.75547,15.17668,5556.0,411.077,2.349,-2.322
Kepler-1134 b,1,,295.5678578,42.4781064,76.10545,9.41182,5281.0,944.445,31.843,-29.865
Kepler-1421 b,1,,286.5806115,48.5442312,79.03594,17.66824,6335.0,783.401,13.341,-12.91
PSR B1257+12 d,1,3.9,195.0149029,12.6823534,311.30973,75.41367,,600.0,100.0,-100.0
Kepler-306 e,1,,288.5387145,40.6160545,72.02081,13.29617,4954.0,775.679,18.881,-18.02
Kepler-80 g,1,,296.1125759,39.9787451,74.08669,7.85257,4540.0,369.451,2.8945,-2.8945
Kepler-353 c,1,,296.8565596,41.7580749,75.93297,8.22729,3903.0,384.694,4.945,-4.945
Kepler-1529 b,1,,289.8707469,41.0407482,72.85057,12.55983,5048.0,661.014,11.187,-10.827
Kepler-1048 b,1,,281.8983042,42.1657112,71.53877,18.4911,4651.0,556.006,5.9145,-5.9145
Kepler-779 b,1,,285.6285208,44.3107855,74.6617,16.724,3804.0,283.155,2.6135,-2.6135
Kepler-271 b,1,,283.0029316,44.284108,73.92797,18.46832,5555.0,404.542,3.848,-3.777
Kepler-1143 b,1,,287.302772,39.2896399,70.37703,13.61425,5053.0,555.189,7.762,-7.555
Kepler-188 b,1,,281.2797173,44.3154743,73.51949,19.64002,6021.0,968.544,22.38,-21.409
Kepler-367 b,1,,297.292558,49.9817499,83.40326,11.92128,4710.0,188.027,0.86,-0.854
Kepler-356 c,1,,292.4210998,37.6827919,70.66924,9.30796,6133.0,707.559,10.503,-10.205
Kepler-189 b,1,,287.5646296,44.3050662,75.20665,15.4413,5235.0,591.534,7.134,-6.969
Kepler-215 c,1,,294.9735313,45.2136867,78.35687,11.07277,5739.0,485.997,3.654,-3.654
Kepler-629 b,1,,289.4179128,39.9450757,71.68488,12.40577,5444.0,372.05,1.954,-1.933
Kepler-563 b,1,,292.4461832,46.2897548,78.53249,13.13135,5066.0,565.207,7.512,-7.512
Kepler-614 b,1,,298.3848866,46.2759867,80.46178,9.49001,5268.0,527.995,5.8805,-5.8805
Kepler-652 b,1,,288.0080899,46.4736108,77.40775,15.99842,5490.0,394.55,2.154,-2.131
Kepler-1026 b,1,,283.6053012,39.9979286,69.90191,16.51184,4948.0,351.239,2.596,-2.56
Kepler-80 b,1,6.93,296.1125759,39.9787451,74.08669,7.85257,4540.0,369.451,2.8945,-2.8945
Kepler-80 f,1,,296.1125759,39.9787451,74.08669,7.85257,4540.0,369.451,2.8945,-2.8945
Kepler-23 c,1,858.1,294.2189131,49.4792536,82.01371,13.45799,5760.0,835.756,11.463,-11.163
Kepler-28 c,1,432.23,292.1370409,42.4294835,74.88051,11.63869,4590.0,438.359,4.6705,-4.6705
K2-283 b,1,,13.1943679,9.6929181,123.48272,-53.1774,5060.0,402.915,5.027,-4.907
Kepler-1126 c,1,,285.691955,45.6893993,76.01846,17.19133,5678.0,635.736,6.781,-6.781
Kepler-886 b,1,,286.2717162,43.5952037,74.15272,16.02543,6098.0,711.297,7.1515,-7.1515
Kepler-883 b,1,,286.433726,50.3002266,80.72494,18.3846,6116.0,627.455,7.096,-6.941
Kepler-204 c,1,,285.347162,41.761845,72.12006,15.95528,5812.0,686.723,7.142,-7.0
Kepler-235 b,1,,286.0790779,39.278237,69.97316,14.47665,4255.0,428.018,6.695,-6.495
K2-155 d,1,,65.469614,21.3532633,174.74941,-19.71256,4258.0,72.7998,0.2864,-0.2841
HIP 79098 AB b,1,6515.515,242.1821202,-23.6855244,350.73395,20.36823,,145.798,2.562,-2.476
Kepler-887 b,1,,290.0907893,39.8169085,71.79245,11.88425,6194.0,886.588,12.515,-12.177
ROXs 42 B b,1,2860.0,247.8125493,-24.545577,353.70701,15.9897,,143.59,1.542,-1.511
Kepler-1632 b,1,,294.4948769,43.9135575,77.02199,10.77493,6137.0,716.76,6.705,-6.585
Kepler-1471 c,1,,289.6649171,50.0200612,81.2566,16.35841,5533.0,978.678,26.517,-26.517
LP 714-47 b,1,30.8,64.1902212,-12.0848643,206.04093,-39.7342,3950.0,52.616,0.11525,-0.11525
Kepler-1082 b,1,,289.3586737,50.5984489,81.73423,16.76238,5923.0,739.557,7.8,-7.641
Kepler-973 b,1,,290.1653203,49.9238126,81.29598,16.02462,5213.0,328.52,4.72,-4.591
Kepler-895 b,1,,289.2906978,51.4089936,82.50044,17.11103,4315.0,540.134,10.548,-10.159
Kepler-1059 b,1,,289.2202147,41.7064385,73.25895,13.28303,4906.0,713.167,16.252,-15.555
Kepler-1196 b,1,,292.369585,43.9108663,76.31541,12.14041,5756.0,922.333,19.987,-19.17
K2-19 c,1,10.8,174.9602543,0.603596,267.02928,58.39355,5322.0,289.827,5.68,-5.469
Kepler-221 c,1,,296.6547477,46.8352242,80.37293,10.80167,5243.0,385.231,2.8335,-2.8335
Kepler-258 b,1,,294.0684116,46.5791357,79.30454,12.25592,4942.0,575.988,8.1805,-8.1805
Kepler-1834 c,1,,294.6646789,39.7838461,73.37626,8.73475,4821.0,500.395,8.326,-8.063
Kepler-504 b,1,,284.9219608,45.9723265,76.09155,17.79385,3519.0,99.0688,0.3039,-0.302
Kepler-240 c,1,,291.1587635,40.7502108,73.01252,11.55622,4985.0,746.927,20.15,-19.136
Kepler-622 b,1,,284.4784454,40.9331723,71.06491,16.24557,4201.0,284.761,1.676,-1.656
Kepler-638 b,1,,284.9194213,41.6172093,71.85484,16.19611,5382.0,991.214,15.856,-15.376
Kepler-571 b,1,,286.5510448,49.418731,79.88566,18.00113,5527.0,723.875,9.971,-9.708
Kepler-986 b,1,,293.0940391,42.8964457,75.62729,11.21739,5642.0,548.364,5.8855,-5.8855
Kepler-257 b,1,,297.3159994,46.0232642,79.87071,10.01236,5180.0,780.256,17.54,-16.799
Kepler-505 b,1,,287.857953,42.5426758,73.619,14.54712,3931.0,283.41,1.792,-1.792
Kepler-23 b,1,254.3,294.2189131,49.4792536,82.01371,13.45799,5760.0,835.756,11.463,-11.163
Kepler-327 b,1,,292.6422963,44.0876251,76.56618,12.0424,3799.0,241.987,1.469,-1.469
Kepler-176 d,1,,294.6679021,43.8532104,77.02616,10.63645,5232.0,527.321,6.058,-5.925
Kepler-1020 b,1,,292.672471,46.3772776,78.68313,13.02867,5227.0,415.358,4.106,-4.106
